,id,name,No of tosses,skills
20395,24278.0,platform-swt-inbox@eclipse.org,1.0,
20396,25000.0,platform-swt-inbox@eclipse.org,1.0,
20397,18096.0,platform-team-inbox@eclipse.org,,
20398,13252.0,platform-runtime-inbox@eclipse.org,,
20399,24334.0,jdt-ui-inbox@eclipse.org,5009.0,
20400,25121.0,platform-runtime-inbox@eclipse.org,,
20401,25072.0,jdt-core-inbox@eclipse.org,3184.0,
20402,25140.0,jdt-core-inbox@eclipse.org,3184.0,
20403,23912.0,Platform-UI-Inbox@eclipse.org,2092.0,
20404,24308.0,Platform-UI-Inbox@eclipse.org,2092.0,
20405,25015.0,platform-doc-inbox@eclipse.org,117.0,
20406,23394.0,Platform-UI-Inbox@eclipse.org,2092.0,
20407,25038.0,Platform-UI-Inbox@eclipse.org,2092.0,
20408,25092.0,Platform-UI-Inbox@eclipse.org,2092.0,
20409,25097.0,Platform-UI-Inbox@eclipse.org,2092.0,
20410,23414.0,Platform-UI-Inbox@eclipse.org,2092.0,
20411,25158.0,platform-swt-inbox@eclipse.org,1.0,
20412,25129.0,Platform-UI-Inbox@eclipse.org,2092.0,
20413,25137.0,Platform-UI-Inbox@eclipse.org,2092.0,
20414,25147.0,Platform-UI-Inbox@eclipse.org,2092.0,
20415,24978.0,platform-swt-inbox@eclipse.org,1.0,
20416,25134.0,platform-swt-inbox@eclipse.org,1.0,
20417,2433.0,jdt-ui-inbox@eclipse.org,5009.0,
20418,25196.0,pde-build-inbox@eclipse.org,,
20419,25103.0,Platform-UI-Inbox@eclipse.org,2092.0,
20420,25058.0,Platform-UI-Inbox@eclipse.org,2092.0,
20421,5922.0,platform-runtime-inbox@eclipse.org,,
20422,23543.0,pde-build-inbox@eclipse.org,,
20423,25211.0,jdt-core-inbox@eclipse.org,3184.0,
20424,24739.0,jdt-core-inbox@eclipse.org,3184.0,
20425,25198.0,equinox.bundles-inbox@eclipse.org,,
20426,9279.0,equinox.p2-inbox@eclipse.org,,
20427,25213.0,pde-ui-inbox@eclipse.org,519.0,
20428,25163.0,platform-runtime-inbox@eclipse.org,,
20429,25232.0,jdt-core-inbox@eclipse.org,3184.0,
20430,25238.0,platform-runtime-inbox@eclipse.org,,
20431,20505.0,platform-swt-inbox@eclipse.org,1.0,
20432,18389.0,jdt-core-inbox@eclipse.org,3184.0,
20433,22708.0,jdt-ui-inbox@eclipse.org,5009.0,
20434,25280.0,jdt-ui-inbox@eclipse.org,5009.0,
20435,25247.0,jdt-ui-inbox@eclipse.org,5009.0,
20436,19096.0,equinox.bundles-inbox@eclipse.org,,
20437,25302.0,platform-swt-inbox@eclipse.org,1.0,
20438,25279.0,platform-ua-inbox@eclipse.org,1.0,
20439,25335.0,jdt-core-inbox@eclipse.org,3184.0,
20440,21666.0,Platform-UI-Inbox@eclipse.org,2092.0,
20441,25274.0,Platform-UI-Inbox@eclipse.org,2092.0,
20451,23624.0,platform-ide-inbox@eclipse.org,,
20452,20412.0,platform-debug-inbox@eclipse.org,275.0,
20453,25350.0,platform-swt-inbox@eclipse.org,1.0,
20454,25372.0,Platform-UI-Inbox@eclipse.org,2092.0,
20455,11433.0,jdt-core-inbox@eclipse.org,3184.0,
20456,25368.0,Platform-UI-Inbox@eclipse.org,2092.0,
20457,25245.0,platform-swt-inbox@eclipse.org,1.0,
20458,25404.0,platform-runtime-inbox@eclipse.org,,
20459,25399.0,jdt-ui-inbox@eclipse.org,5009.0,
20460,9131.0,jdt-core-inbox@eclipse.org,3184.0,
20461,25342.0,jdt-core-inbox@eclipse.org,3184.0,
20462,25293.0,Platform-UI-Inbox@eclipse.org,2092.0,
20463,25251.0,platform-swt-inbox@eclipse.org,1.0,
20464,25398.0,Platform-UI-Inbox@eclipse.org,2092.0,
20465,25416.0,Platform-UI-Inbox@eclipse.org,2092.0,
20466,20036.0,jdt-core-inbox@eclipse.org,3184.0,{'Core'}
20467,25328.0,Platform-UI-Inbox@eclipse.org,2092.0,
20468,24649.0,platform-swt-inbox@eclipse.org,1.0,
20469,22500.0,cdt-build-inbox@eclipse.org,,
20470,25413.0,equinox.framework-inbox@eclipse.org,,
20471,25419.0,jdt-ui-inbox@eclipse.org,5009.0,
20472,25421.0,equinox.framework-inbox@eclipse.org,,
20473,25312.0,Platform-UI-Inbox@eclipse.org,2092.0,
20474,20109.0,Platform-UI-Inbox@eclipse.org,2092.0,
20475,25427.0,Platform-UI-Inbox@eclipse.org,2092.0,
20476,22739.0,Platform-UI-Inbox@eclipse.org,2092.0,
20477,25424.0,Platform-UI-Inbox@eclipse.org,2092.0,
20478,25429.0,platform-search-inbox@eclipse.org,,
20479,25367.0,Platform-UI-Inbox@eclipse.org,2092.0,
20480,14822.0,Platform-UI-Inbox@eclipse.org,2092.0,
20481,25462.0,jdt-apt-inbox@eclipse.org,166.0,
20482,25316.0,platform-swt-inbox@eclipse.org,1.0,
20483,25468.0,pde-ui-inbox@eclipse.org,519.0,
20484,25470.0,jdt-core-inbox@eclipse.org,3184.0,
20485,25461.0,Platform-UI-Inbox@eclipse.org,2092.0,
20486,25489.0,jdt-ui-inbox@eclipse.org,5009.0,
20487,25458.0,platform-resources-inbox@eclipse.org,,
20488,25459.0,Platform-UI-Inbox@eclipse.org,2092.0,
20489,25486.0,jdt-text-inbox@eclipse.org,1195.0,
20490,10280.0,platform-runtime-inbox@eclipse.org,,
20491,25475.0,bjorn@eclipse.org,,
20492,25509.0,platform-runtime-inbox@eclipse.org,,
20493,25498.0,jdt-ui-inbox@eclipse.org,5009.0,
20494,24384.0,cdt-debug-inbox@eclipse.org,,{'IDE'}
20495,25543.0,jdt-core-inbox@eclipse.org,3184.0,
20496,25523.0,Platform-UI-Inbox@eclipse.org,2092.0,
20497,25533.0,Platform-UI-Inbox@eclipse.org,2092.0,
20498,25554.0,platform-ant-inbox@eclipse.org,,
20499,25208.0,platform-swt-inbox@eclipse.org,1.0,
20500,25562.0,platform-runtime-inbox@eclipse.org,,
20501,16540.0,jdt-ui-inbox@eclipse.org,5009.0,
20502,25567.0,pde-apitools-inbox@eclipse.org,,
20503,25561.0,Platform-UI-Inbox@eclipse.org,2092.0,
20504,25564.0,Platform-UI-Inbox@eclipse.org,2092.0,
20505,24794.0,platform-resources-inbox@eclipse.org,,
20506,25578.0,pde-build-inbox@eclipse.org,,
20507,24654.0,platform-cvs-inbox@eclipse.org,,
20508,25525.0,platform-swt-inbox@eclipse.org,1.0,
20509,19095.0,jdt-core-inbox@eclipse.org,3184.0,
20510,25581.0,Platform-UI-Inbox@eclipse.org,2092.0,
20511,25616.0,platform-doc-inbox@eclipse.org,117.0,
20512,24352.0,platform-runtime-inbox@eclipse.org,,
20513,25626.0,jdt-ui-inbox@eclipse.org,5009.0,
20514,21930.0,jdt-ui-inbox@eclipse.org,5009.0,
20515,25604.0,platform-ua-inbox@eclipse.org,1.0,
20516,25645.0,jdt-apt-inbox@eclipse.org,166.0,
20517,25629.0,Platform-UI-Inbox@eclipse.org,2092.0,
20518,25636.0,Platform-UI-Inbox@eclipse.org,2092.0,
20519,25363.0,jdt-core-inbox@eclipse.org,3184.0,
20520,25643.0,Platform-UI-Inbox@eclipse.org,2092.0,
20521,24270.0,jdt-core-inbox@eclipse.org,3184.0,
20522,25653.0,platform-search-inbox@eclipse.org,,
20523,25641.0,platform-ua-inbox@eclipse.org,1.0,
20524,25662.0,djo@coconut-palm-software.com,,
20525,25660.0,Platform-UI-Inbox@eclipse.org,2092.0,
20526,23705.0,platform-swt-inbox@eclipse.org,1.0,
20527,25178.0,platform-swt-inbox@eclipse.org,1.0,
20528,21467.0,platform-cvs-inbox@eclipse.org,,
20529,25670.0,platform-webdav-inbox@eclipse.org,,
20530,18928.0,platform-team-inbox@eclipse.org,,
20531,13246.0,platform-swt-inbox@eclipse.org,1.0,
20532,21729.0,jdt-ui-inbox@eclipse.org,5009.0,
20533,25701.0,jdt-core-inbox@eclipse.org,3184.0,
20534,25709.0,jdt-core-inbox@eclipse.org,3184.0,
20535,25558.0,jdt-text-inbox@eclipse.org,1195.0,
20536,25704.0,Platform-UI-Inbox@eclipse.org,2092.0,
20537,25600.0,jdt-ui-inbox@eclipse.org,5009.0,
20538,25433.0,platform-ant-inbox@eclipse.org,,
20539,13630.0,jdt-text-inbox@eclipse.org,1195.0,
20540,20173.0,Platform-UI-Inbox@eclipse.org,2092.0,
20541,25743.0,platform-swt-inbox@eclipse.org,1.0,
20542,25738.0,jdt-ui-inbox@eclipse.org,5009.0,
20543,25155.0,platform-runtime-inbox@eclipse.org,,
20544,16512.0,Platform-UI-Inbox@eclipse.org,2092.0,
20545,7673.0,platform-releng-inbox@eclipse.org,,
20546,25751.0,platform-ua-inbox@eclipse.org,1.0,
20547,24623.0,platform-swt-inbox@eclipse.org,1.0,
20548,25760.0,jdt-doc-inbox@eclipse.org,95.0,
20549,25787.0,jdt-core-inbox@eclipse.org,3184.0,
20550,22967.0,platform-swt-inbox@eclipse.org,1.0,
20551,25114.0,platform-swt-inbox@eclipse.org,1.0,
20552,21266.0,platform-runtime-inbox@eclipse.org,,
20553,15594.0,Platform-UI-Inbox@eclipse.org,2092.0,
20554,25800.0,platform-swt-inbox@eclipse.org,1.0,
20555,22641.0,Platform-UI-Inbox@eclipse.org,2092.0,
20556,25794.0,platform-ant-inbox@eclipse.org,,
20557,9901.0,platform-ua-inbox@eclipse.org,1.0,
20558,25808.0,webmaster@eclipse.org,,
20559,25639.0,Platform-UI-Inbox@eclipse.org,2092.0,
20560,25827.0,jdt-core-inbox@eclipse.org,3184.0,
20561,23971.0,platform-swt-inbox@eclipse.org,1.0,
20562,25821.0,platform-swt-inbox@eclipse.org,1.0,
20563,25606.0,cdt-core-inbox@eclipse.org,24.0,
20564,25831.0,platform-resources-inbox@eclipse.org,,
20565,9585.0,pde-ui-inbox@eclipse.org,519.0,
20566,24435.0,platform-ant-inbox@eclipse.org,,{'Core'}
20567,22911.0,pde-ui-inbox@eclipse.org,519.0,
20568,25811.0,Platform-UI-Inbox@eclipse.org,2092.0,
20569,25863.0,jdt-core-inbox@eclipse.org,3184.0,
20572,12154.0,pde-ui-inbox@eclipse.org,519.0,
20573,25879.0,jdt-core-inbox@eclipse.org,3184.0,
20574,24973.0,pde-build-inbox@eclipse.org,,
20575,25903.0,Platform-UI-Inbox@eclipse.org,2092.0,
20576,25864.0,Platform-UI-Inbox@eclipse.org,2092.0,
20577,25878.0,Platform-UI-Inbox@eclipse.org,2092.0,
20578,25875.0,platform-swt-inbox@eclipse.org,1.0,
20579,25914.0,platform-text-inbox@eclipse.org,468.0,
20580,25866.0,platform-swt-inbox@eclipse.org,1.0,
20581,25913.0,platform-swt-inbox@eclipse.org,1.0,
20582,25851.0,platform-swt-inbox@eclipse.org,1.0,
20583,20282.0,platform-ant-inbox@eclipse.org,,
20584,25921.0,platform-swt-inbox@eclipse.org,1.0,
20585,17146.0,jdt-core-inbox@eclipse.org,3184.0,
20586,15248.0,jdt-core-inbox@eclipse.org,3184.0,
20587,25949.0,platform-swt-inbox@eclipse.org,1.0,
20588,25940.0,platform-resources-inbox@eclipse.org,,
20589,25957.0,jdt-core-inbox@eclipse.org,3184.0,
20590,25954.0,jdt-core-inbox@eclipse.org,3184.0,
20591,25976.0,platform-runtime-inbox@eclipse.org,,
20592,25979.0,platform-swt-inbox@eclipse.org,1.0,
20593,22687.0,Platform-UI-Inbox@eclipse.org,2092.0,
20594,25955.0,Platform-UI-Inbox@eclipse.org,2092.0,
20595,5718.0,platform-ua-inbox@eclipse.org,1.0,
20596,25705.0,platform-text-inbox@eclipse.org,468.0,
20597,25818.0,platform-swt-inbox@eclipse.org,1.0,
20598,25812.0,platform-swt-inbox@eclipse.org,1.0,
20599,25792.0,platform-swt-inbox@eclipse.org,1.0,
20600,26009.0,platform-swt-inbox@eclipse.org,1.0,
20601,17889.0,jdt-core-inbox@eclipse.org,3184.0,
20602,3619.0,jdt-apt-inbox@eclipse.org,166.0,
20603,18131.0,jdt-core-inbox@eclipse.org,3184.0,
20604,19679.0,jdt-core-inbox@eclipse.org,3184.0,
20605,24329.0,jdt-core-inbox@eclipse.org,3184.0,
20606,25602.0,Platform-UI-Inbox@eclipse.org,2092.0,
20607,26025.0,Platform-UI-Inbox@eclipse.org,2092.0,
20608,26018.0,pde-ui-inbox@eclipse.org,519.0,
20609,25410.0,platform-swt-inbox@eclipse.org,1.0,
20610,14670.0,Platform-UI-Inbox@eclipse.org,2092.0,
20611,26035.0,Platform-UI-Inbox@eclipse.org,2092.0,
20612,26032.0,platform-swt-inbox@eclipse.org,1.0,
20613,26043.0,pde-build-inbox@eclipse.org,,
20614,20301.0,platform-text-inbox@eclipse.org,468.0,
20615,26050.0,jdt-ui-inbox@eclipse.org,5009.0,
20616,26053.0,jdt-core-inbox@eclipse.org,3184.0,
20617,25272.0,jdt-text-inbox@eclipse.org,1195.0,
20618,25839.0,jdt-ui-inbox@eclipse.org,5009.0,
20619,15976.0,platform-doc-inbox@eclipse.org,117.0,
20620,24192.0,Platform-UI-Inbox@eclipse.org,2092.0,
20621,24567.0,pde-apitools-inbox@eclipse.org,,
20622,26061.0,platform-doc-inbox@eclipse.org,117.0,
20623,26062.0,platform-runtime-inbox@eclipse.org,,
20624,26090.0,platform-search-inbox@eclipse.org,,
20625,26091.0,jdt-ui-inbox@eclipse.org,5009.0,
20626,14597.0,jdt-ui-inbox@eclipse.org,5009.0,
20627,22573.0,platform-swt-inbox@eclipse.org,1.0,
20628,23319.0,platform-swt-inbox@eclipse.org,1.0,
20629,26123.0,platform-swt-inbox@eclipse.org,1.0,
20630,20188.0,platform-swt-inbox@eclipse.org,1.0,
20631,26113.0,platform-swt-inbox@eclipse.org,1.0,
20632,26046.0,Platform-UI-Inbox@eclipse.org,2092.0,
20633,19720.0,platform-swt-inbox@eclipse.org,1.0,
20634,25004.0,platform-runtime-inbox@eclipse.org,,
20635,15170.0,platform-swt-inbox@eclipse.org,1.0,
20636,26095.0,platform-team-inbox@eclipse.org,,
20637,24428.0,jdt-ui-inbox@eclipse.org,5009.0,
20638,18371.0,pde-ui-inbox@eclipse.org,519.0,
20639,26146.0,platform-ide-inbox@eclipse.org,,
20640,26151.0,platform-team-inbox@eclipse.org,,
20641,9620.0,ewchan@ca.ibm.com,,
20642,26125.0,Platform-UI-Inbox@eclipse.org,2092.0,
20643,26136.0,platform-swt-inbox@eclipse.org,1.0,
20644,18380.0,platform-runtime-inbox@eclipse.org,,
20645,19512.0,platform-swt-inbox@eclipse.org,1.0,
20646,24904.0,platform-swt-inbox@eclipse.org,1.0,
20647,18500.0,platform-swt-inbox@eclipse.org,1.0,
20648,22657.0,platform-swt-inbox@eclipse.org,1.0,
20649,18314.0,platform-swt-inbox@eclipse.org,1.0,
20650,6307.0,jdt-core-inbox@eclipse.org,3184.0,
20651,19995.0,jdt-debug-inbox@eclipse.org,378.0,
20652,23059.0,platform-swt-inbox@eclipse.org,1.0,
20653,25998.0,jdt-core-inbox@eclipse.org,3184.0,
20654,26142.0,jdt-apt-inbox@eclipse.org,166.0,
20655,26159.0,platform-swt-inbox@eclipse.org,1.0,
20656,26170.0,platform-team-inbox@eclipse.org,,
20657,12465.0,jdt-core-inbox@eclipse.org,3184.0,
20658,21997.0,platform-runtime-inbox@eclipse.org,,
20659,13890.0,platform-swt-inbox@eclipse.org,1.0,
20660,26186.0,cdt-debug-dsf-inbox@eclipse.org,,
20661,26188.0,jdt-ui-inbox@eclipse.org,5009.0,{'UI'}
20662,26200.0,platform-runtime-inbox@eclipse.org,,
20663,26173.0,jdt-ui-inbox@eclipse.org,5009.0,
20664,26008.0,pde-ui-inbox@eclipse.org,519.0,
20665,23498.0,platform-runtime-inbox@eclipse.org,,
20666,26198.0,platform-debug-inbox@eclipse.org,275.0,
20667,24798.0,platform-debug-inbox@eclipse.org,275.0,
20668,21064.0,cross-project.inbox@eclipse.org,,
20669,26175.0,Platform-UI-Inbox@eclipse.org,2092.0,
20670,26204.0,pde-ui-inbox@eclipse.org,519.0,
20671,25603.0,platform-ua-inbox@eclipse.org,1.0,
20672,22945.0,platform-ua-inbox@eclipse.org,1.0,
20673,26195.0,platform-swt-inbox@eclipse.org,1.0,
20674,15254.0,platform-swt-inbox@eclipse.org,1.0,
20675,26213.0,platform-doc-inbox@eclipse.org,117.0,
20676,25912.0,equinox.bundles-inbox@eclipse.org,,
20677,22724.0,platform-update-inbox@eclipse.org,1.0,
20678,15987.0,jdt-core-inbox@eclipse.org,3184.0,
20679,26224.0,platform-ide-inbox@eclipse.org,,
20680,26237.0,Platform-UI-Inbox@eclipse.org,2092.0,
20681,26210.0,Platform-UI-Inbox@eclipse.org,2092.0,
20682,20289.0,Platform-UI-Inbox@eclipse.org,2092.0,
20683,18299.0,jdt-ui-inbox@eclipse.org,5009.0,
20684,26256.0,Platform-UI-Inbox@eclipse.org,2092.0,
20685,24023.0,Platform-UI-Inbox@eclipse.org,2092.0,
20686,25633.0,platform-ide-inbox@eclipse.org,,{'Text'}
20687,26088.0,Platform-UI-Inbox@eclipse.org,2092.0,
20688,26267.0,platform-ant-inbox@eclipse.org,,
20689,20190.0,jdt-ui-inbox@eclipse.org,5009.0,
20690,26265.0,platform-swt-inbox@eclipse.org,1.0,
20691,25300.0,platform-ua-inbox@eclipse.org,1.0,
20692,26269.0,platform-runtime-inbox@eclipse.org,,
20693,920.0,jdt-core-inbox@eclipse.org,3184.0,
20694,20371.0,jdt-core-inbox@eclipse.org,3184.0,
20695,26291.0,platform-runtime-inbox@eclipse.org,,
20696,26297.0,jdt-core-inbox@eclipse.org,3184.0,
20697,13559.0,platform-text-inbox@eclipse.org,468.0,
20698,26301.0,webmaster@eclipse.org,,
20699,26276.0,Platform-UI-Inbox@eclipse.org,2092.0,
20700,26295.0,platform-resources-inbox@eclipse.org,,
20701,25296.0,platform-swt-inbox@eclipse.org,1.0,
20702,26311.0,platform-swt-inbox@eclipse.org,1.0,
20703,25842.0,platform-swt-inbox@eclipse.org,1.0,
20704,25956.0,platform-swt-inbox@eclipse.org,1.0,
20705,26231.0,jdt-ui-inbox@eclipse.org,5009.0,
20706,26285.0,Platform-UI-Inbox@eclipse.org,2092.0,
20707,26287.0,Platform-UI-Inbox@eclipse.org,2092.0,
20708,20451.0,jdt-ui-inbox@eclipse.org,5009.0,
20709,26304.0,jdt-core-inbox@eclipse.org,3184.0,
20710,26302.0,Platform-UI-Inbox@eclipse.org,2092.0,
20711,22057.0,jdt-debug-inbox@eclipse.org,378.0,
20712,26332.0,jdt-core-inbox@eclipse.org,3184.0,
20713,22793.0,Platform-UI-Inbox@eclipse.org,2092.0,
20714,23365.0,jdt-core-inbox@eclipse.org,3184.0,
20715,26345.0,Platform-UI-Inbox@eclipse.org,2092.0,
20716,26350.0,pde-ui-inbox@eclipse.org,519.0,
20717,25050.0,platform-swt-inbox@eclipse.org,1.0,
20718,26384.0,platform-swt-inbox@eclipse.org,1.0,
20719,26390.0,jdt-core-inbox@eclipse.org,3184.0,
20720,26377.0,platform-runtime-inbox@eclipse.org,,
20721,26385.0,platform-swt-inbox@eclipse.org,1.0,
20722,26378.0,Platform-UI-Inbox@eclipse.org,2092.0,
20723,22154.0,platform-swt-inbox@eclipse.org,1.0,
20724,26196.0,Platform-UI-Inbox@eclipse.org,2092.0,
20725,24616.0,Platform-UI-Inbox@eclipse.org,2092.0,
20726,26254.0,Platform-UI-Inbox@eclipse.org,2092.0,
20727,26375.0,Platform-UI-Inbox@eclipse.org,2092.0,
20728,26409.0,Platform-UI-Inbox@eclipse.org,2092.0,
20729,26415.0,jdt-debug-inbox@eclipse.org,378.0,
20730,25243.0,cdt-core-inbox@eclipse.org,24.0,
20731,26400.0,Platform-UI-Inbox@eclipse.org,2092.0,
20732,26478.0,platform-ant-inbox@eclipse.org,,
20733,17871.0,platform-swt-inbox@eclipse.org,1.0,
20734,25287.0,platform-ua-inbox@eclipse.org,1.0,
20735,26461.0,Platform-UI-Inbox@eclipse.org,2092.0,
20736,26241.0,jdt-core-inbox@eclipse.org,3184.0,
20737,26077.0,platform-text-inbox@eclipse.org,468.0,
20738,25049.0,jdt-debug-inbox@eclipse.org,378.0,
20739,23352.0,jdt-core-inbox@eclipse.org,3184.0,
20740,23877.0,platform-ide-inbox@eclipse.org,,
20741,26463.0,jdt-ui-inbox@eclipse.org,5009.0,
20742,26355.0,jdt-core-inbox@eclipse.org,3184.0,
20743,26458.0,jdt-ui-inbox@eclipse.org,5009.0,
20744,26504.0,jdt-core-inbox@eclipse.org,3184.0,
20745,26381.0,jdt-ui-inbox@eclipse.org,5009.0,
20746,20193.0,platform-swt-inbox@eclipse.org,1.0,
20747,17262.0,Platform-UI-Inbox@eclipse.org,2092.0,
20748,24287.0,platform-swt-inbox@eclipse.org,1.0,
20749,26524.0,jdt-core-inbox@eclipse.org,3184.0,
20750,26516.0,Platform-UI-Inbox@eclipse.org,2092.0,
20751,25640.0,Platform-UI-Inbox@eclipse.org,2092.0,
20752,26508.0,Platform-UI-Inbox@eclipse.org,2092.0,
20753,18762.0,Platform-UI-Inbox@eclipse.org,2092.0,
20754,25608.0,platform-runtime-inbox@eclipse.org,,
20755,26536.0,jdt-core-inbox@eclipse.org,3184.0,
20756,26528.0,platform-ide-inbox@eclipse.org,,
20757,26539.0,cdt-core-inbox@eclipse.org,24.0,
20758,24172.0,platform-swt-inbox@eclipse.org,1.0,
20759,24317.0,jdt-core-inbox@eclipse.org,3184.0,
20760,26546.0,platform-runtime-inbox@eclipse.org,,
20761,26562.0,Platform-UI-Inbox@eclipse.org,2092.0,
20762,26567.0,Platform-UI-Inbox@eclipse.org,2092.0,
20763,26193.0,jdt-core-inbox@eclipse.org,3184.0,
20764,26598.0,jdt-core-inbox@eclipse.org,3184.0,
20765,26595.0,Platform-UI-Inbox@eclipse.org,2092.0,
20766,26596.0,bjorn@eclipse.org,,
20767,24441.0,platform-runtime-inbox@eclipse.org,,
20768,26618.0,platform-swt-inbox@eclipse.org,1.0,
20769,26529.0,platform-swt-inbox@eclipse.org,1.0,
20770,26492.0,platform-swt-inbox@eclipse.org,1.0,
20771,26517.0,platform-swt-inbox@eclipse.org,1.0,
20772,26597.0,pde-ui-inbox@eclipse.org,519.0,
20773,26634.0,pde-ui-inbox@eclipse.org,519.0,
20774,26394.0,Platform-UI-Inbox@eclipse.org,2092.0,
20775,26645.0,cdt-debug-inbox@eclipse.org,,
20776,8277.0,dpollock@acm.org,1.0,
20777,24679.0,Platform-UI-Inbox@eclipse.org,2092.0,
20778,26647.0,Platform-UI-Inbox@eclipse.org,2092.0,
20779,26610.0,platform-ide-inbox@eclipse.org,,{'Debug'}
20780,23763.0,jdt-core-inbox@eclipse.org,3184.0,
20781,21290.0,jdt-core-inbox@eclipse.org,3184.0,
20782,25126.0,platform-swt-inbox@eclipse.org,1.0,
20783,26342.0,platform-runtime-inbox@eclipse.org,,
20784,26628.0,platform-ant-inbox@eclipse.org,,
20785,26666.0,jdt-core-inbox@eclipse.org,3184.0,
20786,26662.0,jdt-core-inbox@eclipse.org,3184.0,
20787,26674.0,pde-ui-inbox@eclipse.org,519.0,
20788,18759.0,Platform-UI-Inbox@eclipse.org,2092.0,
20789,9231.0,Platform-UI-Inbox@eclipse.org,2092.0,
20790,26657.0,platform-cvs-inbox@eclipse.org,,
20791,14051.0,platform-doc-inbox@eclipse.org,117.0,
20792,26675.0,Platform-UI-Inbox@eclipse.org,2092.0,
20793,26631.0,platform-swt-inbox@eclipse.org,1.0,
20794,17928.0,jdt-ui-inbox@eclipse.org,5009.0,
20795,26682.0,jdt-core-inbox@eclipse.org,3184.0,
20796,45146.0,platform-swt-inbox@eclipse.org,1.0,
20797,26709.0,jdt-core-inbox@eclipse.org,3184.0,
20798,23753.0,Platform-UI-Inbox@eclipse.org,2092.0,
20799,16904.0,jdt-ui-inbox@eclipse.org,5009.0,
20800,25471.0,platform-swt-inbox@eclipse.org,1.0,
20801,18477.0,AJDT-inbox@eclipse.org,16.0,
20802,24524.0,Platform-UI-Inbox@eclipse.org,2092.0,
20803,26748.0,pde-ui-inbox@eclipse.org,519.0,
20804,26781.0,platform-search-inbox@eclipse.org,,
20805,16919.0,jdt-text-inbox@eclipse.org,1195.0,
20806,15399.0,brianf@sybase.com,,
20807,6174.0,cdt-core-inbox@eclipse.org,24.0,
20808,25946.0,jdt-apt-inbox@eclipse.org,166.0,
20809,26790.0,jdt-core-inbox@eclipse.org,3184.0,
20810,22456.0,platform-resources-inbox@eclipse.org,,
20811,21608.0,Platform-UI-Inbox@eclipse.org,2092.0,
20812,26806.0,jdt-text-inbox@eclipse.org,1195.0,
20813,26838.0,jdt-core-inbox@eclipse.org,3184.0,
20814,26831.0,equinox.framework-inbox@eclipse.org,,
20815,26842.0,jdt-core-inbox@eclipse.org,3184.0,
20816,26839.0,platform-text-inbox@eclipse.org,468.0,
20817,26844.0,jdt-core-inbox@eclipse.org,3184.0,
20818,26821.0,Platform-UI-Inbox@eclipse.org,2092.0,
20819,26778.0,platform-ide-inbox@eclipse.org,,
20820,26834.0,platform-swt-inbox@eclipse.org,1.0,
20821,26862.0,platform-swt-inbox@eclipse.org,1.0,
20822,25923.0,equinox.bundles-inbox@eclipse.org,,
20823,22447.0,Platform-UI-Inbox@eclipse.org,2092.0,
20824,26880.0,jdt-core-inbox@eclipse.org,3184.0,
20825,26757.0,Platform-UI-Inbox@eclipse.org,2092.0,
20826,26847.0,jdt-ui-inbox@eclipse.org,5009.0,
20827,26895.0,webmaster@eclipse.org,,
20828,21240.0,platform-ide-inbox@eclipse.org,,
20829,26900.0,pde-ui-inbox@eclipse.org,519.0,
20830,21186.0,platform-swt-inbox@eclipse.org,1.0,
20831,26824.0,Platform-UI-Inbox@eclipse.org,2092.0,
20832,26908.0,jdt-ui-inbox@eclipse.org,5009.0,
20833,25850.0,jdt-ui-inbox@eclipse.org,5009.0,
20834,26911.0,jdt-core-inbox@eclipse.org,3184.0,
20835,26888.0,platform-swt-inbox@eclipse.org,1.0,
20836,26913.0,platform-debug-inbox@eclipse.org,275.0,
20837,16954.0,platform-doc-inbox@eclipse.org,117.0,
20838,26901.0,cdt-core-inbox@eclipse.org,24.0,
20839,20702.0,cdt-core-inbox@eclipse.org,24.0,
20840,26925.0,jdt-ui-inbox@eclipse.org,5009.0,
20841,25631.0,cdt-build-inbox@eclipse.org,,
20842,26930.0,jdt-core-inbox@eclipse.org,3184.0,
20843,17391.0,vivkong@ca.ibm.com,,
20844,26924.0,platform-swt-inbox@eclipse.org,1.0,
20845,2444.0,platform-resources-inbox@eclipse.org,,
20846,23516.0,jdt-core-inbox@eclipse.org,3184.0,
20847,26954.0,platform-runtime-inbox@eclipse.org,,
20848,26955.0,platform-resources-inbox@eclipse.org,,
20849,26961.0,cdt-core-inbox@eclipse.org,24.0,
20850,26953.0,platform-ua-inbox@eclipse.org,1.0,
20851,24356.0,Platform-UI-Inbox@eclipse.org,2092.0,
20852,26960.0,Platform-UI-Inbox@eclipse.org,2092.0,
20853,1073.0,Platform-UI-Inbox@eclipse.org,2092.0,
20854,26903.0,platform-swt-inbox@eclipse.org,1.0,
20855,15182.0,jdt-ui-inbox@eclipse.org,5009.0,
20856,15203.0,platform-cvs-inbox@eclipse.org,,
20857,27001.0,platform-swt-inbox@eclipse.org,1.0,
20858,27016.0,jdt-core-inbox@eclipse.org,3184.0,
20859,27017.0,Platform-UI-Inbox@eclipse.org,2092.0,
20860,26783.0,platform-swt-inbox@eclipse.org,1.0,
20861,27010.0,Platform-UI-Inbox@eclipse.org,2092.0,
20862,27020.0,Platform-UI-Inbox@eclipse.org,2092.0,
20863,27048.0,platform-ua-inbox@eclipse.org,1.0,
20864,26917.0,cdt-launch-inbox@eclipse.org,,
